anime_id,name,genre,type,episodes,rating,members,genre1,count
33161,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA,"Comedy, Romance, School",OVA,1.0,8.31,35120,Comedy,3147
2167,Clannad,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",TV,23.0,8.3,566690,Comedy,3147
16706,Kami nomi zo Shiru Sekai: Megami-hen,"Comedy, Harem, Romance, Shounen, Supernatural",TV,12.0,8.3,142612,Comedy,3147
5681,Summer Wars,"Comedy, Sci-Fi",Movie,1.0,8.3,223359,Comedy,3147
33255,Saiki Kusuo no Ψ-nan (TV),"Comedy, School, Shounen, Supernatural",TV,120.0,8.29,47092,Comedy,3147
25681,Kamisama Hajimemashita◎,"Comedy, Demons, Fantasy, Romance, Shoujo, Supernatural",TV,12.0,8.28,91796,Comedy,3147
24277,Yowamushi Pedal: Grande Road,"Comedy, Drama, Shounen, Sports",TV,24.0,8.28,50778,Comedy,3147
4722,Skip Beat!,"Comedy, Drama, Romance, Shoujo",TV,25.0,8.28,134818,Comedy,3147
372,Cardcaptor Sakura Movie 2: Fuuin Sareta Card,"Comedy, Drama, Fantasy, Magic, Romance, Shoujo",Movie,1.0,8.28,60637,Comedy,3147
265,Hajime no Ippo: Mashiba vs. Kimura,"Comedy, Shounen, Sports",OVA,1.0,8.28,40623,Comedy,3147
4477,Nodame Cantabile: Paris-hen,"Comedy, Josei, Music, Romance, Slice of Life",TV,11.0,8.27,70822,Comedy,3147
23327,Space☆Dandy 2nd Season,"Comedy, Sci-Fi, Space",TV,13.0,8.27,60918,Comedy,3147
31174,Osomatsu-san,"Comedy, Parody",TV,25.0,8.27,60988,Comedy,3147
7054,Kaichou wa Maid-sama!,"Comedy, Romance, School, Shoujo",TV,26.0,8.26,391628,Comedy,3147
23623,Non Non Biyori Repeat,"Comedy, School, Seinen, Slice of Life",TV,12.0,8.26,64230,Comedy,3147
3702,Detroit Metal City,"Comedy, Music",OVA,12.0,8.26,104893,Comedy,3147
1453,Maison Ikkoku,"Comedy, Drama, Romance, Slice of Life",TV,96.0,8.25,22079,Comedy,3147
18689,Diamond no Ace,"Comedy, School, Shounen, Sports",TV,75.0,8.25,81384,Comedy,3147
8129,Kuragehime,"Comedy, Josei, Slice of Life",TV,11.0,8.24,108053,Comedy,3147
4814,Junjou Romantica 2,"Comedy, Drama, Romance, Shounen Ai",TV,12.0,8.24,87617,Comedy,3147
23289,Gekkan Shoujo Nozaki-kun,"Comedy, Romance, School",TV,12.0,8.24,292622,Comedy,3147
721,Princess Tutu,"Comedy, Fantasy, Magic, Romance",TV,38.0,8.23,73218,Comedy,3147
2034,Lovely★Complex,"Comedy, Romance, Shoujo",TV,24.0,8.23,235003,Comedy,3147
12069,Hajime no Ippo: Boxer no Kobushi,"Comedy, Drama, Shounen, Sports",Special,1.0,8.23,20157,Comedy,3147
26213,Free!: Eternal Summer Special,"Comedy, School, Slice of Life",Special,1.0,8.23,36091,Comedy,3147
28025,Tsukimonogatari,"Comedy, Mystery, Supernatural",TV,4.0,8.21,111009,Comedy,3147
11597,Nisemonogatari,"Comedy, Mystery, Supernatural",TV,11.0,8.21,260062,Comedy,3147
7720,Ookiku Furikabutte: Natsu no Taikai-hen,"Comedy, Sports",TV,13.0,8.2,22190,Comedy,3147
20371,Sekaiichi Hatsukoi Movie: Yokozawa Takafumi no Baai,"Comedy, Drama, Romance, Shounen Ai",Movie,1.0,8.2,23045,Comedy,3147
16001,Kokoro Connect: Michi Random,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",Special,4.0,8.19,106989,Comedy,3147
135,Hikaru no Go,"Comedy, Game, Shounen, Supernatural",TV,75.0,8.19,69000,Comedy,3147
17739,Hidamari Sketch: Sae Hiro Sotsugyou-hen,"Comedy, School, Slice of Life",OVA,2.0,8.19,5959,Comedy,3147
16918,Gin no Saji,"Comedy, School, Shounen, Slice of Life",TV,11.0,8.18,116261,Comedy,3147
16,Hachimitsu to Clover,"Comedy, Drama, Josei, Romance",TV,24.0,8.18,130646,Comedy,3147
1486,Kodomo no Omocha (TV),"Comedy, Drama, Romance, Shoujo",TV,102.0,8.18,27893,Comedy,3147
8063,Sekaiichi Hatsukoi OVA,"Comedy, Drama, Romance, Shounen Ai",OVA,2.0,8.18,35225,Comedy,3147
25879,Working!!!,"Comedy, Romance, Slice of Life",TV,13.0,8.18,80763,Comedy,3147
4918,xxxHOLiC Shunmuki,"Comedy, Drama, Mystery, Psychological, Supernatural",OVA,2.0,8.17,40401,Comedy,3147
18179,Yowamushi Pedal,"Comedy, Drama, Shounen, Sports",TV,38.0,8.16,91138,Comedy,3147
4772,Aria The Origination: Sono Choppiri Himitsu no Basho ni...,"Comedy, Shounen, Slice of Life",Special,1.0,8.16,11961,Comedy,3147
2004,Hanada Shounen-shi,"Comedy, Drama, Slice of Life, Supernatural",TV,25.0,8.16,6321,Comedy,3147
25649,Junjou Romantica 3,"Comedy, Drama, Romance, Shounen Ai",TV,12.0,8.16,39866,Comedy,3147
21647,Tamako Love Story,"Comedy, Romance, Slice of Life",Movie,1.0,8.16,72708,Comedy,3147
851,Kyou kara Ore wa!!,"Comedy, Shounen",OVA,10.0,8.15,7954,Comedy,3147
4053,Prince of Tennis: The National Tournament Finals,"Comedy, School, Shounen, Sports",OVA,7.0,8.15,21020,Comedy,3147
846,School Rumble Ni Gakki,"Comedy, Romance, School, Shounen",TV,26.0,8.15,93095,Comedy,3147
9926,Sekaiichi Hatsukoi,"Comedy, Drama, Romance, Shounen Ai",TV,12.0,8.15,94820,Comedy,3147
20815,Sekaiichi Hatsukoi: Valentine-hen,"Comedy, Romance, Shounen Ai",Movie,1.0,8.14,13454,Comedy,3147
7791,K-On!!,"Comedy, Music, School, Slice of Life",TV,26.0,8.14,246276,Comedy,3147
31098,Ushio to Tora (TV) 2nd Season,"Comedy, Demons, Shounen, Supernatural",TV,13.0,8.13,43916,Comedy,3147
14713,Kamisama Hajimemashita,"Comedy, Demons, Fantasy, Romance, Shoujo, Supernatural",TV,13.0,8.13,189641,Comedy,3147
21469,Stand By Me Doraemon,"Comedy, Kids, Sci-Fi, Shounen",Movie,1.0,8.12,5712,Comedy,3147
14813,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,"Comedy, Drama, Romance, School",TV,13.0,8.12,353876,Comedy,3147
10080,Kami nomi zo Shiru Sekai II,"Comedy, Harem, Romance, Shounen, Supernatural",TV,12.0,8.12,194300,Comedy,3147
861,xxxHOLiC,"Comedy, Drama, Mystery, Psychological, Supernatural",TV,24.0,8.11,150872,Comedy,3147
6505,There She Is!!,"Comedy, Romance",ONA,5.0,8.11,13935,Comedy,3147
28297,Ore Monogatari!!,"Comedy, Romance, Shoujo",TV,24.0,8.11,200833,Comedy,3147
2159,Ookiku Furikabutte,"Comedy, Sports",TV,25.0,8.11,49599,Comedy,3147
11739,Kimi to Boku. 2,"Comedy, Drama, Romance, School, Shounen, Slice of Life",TV,13.0,8.11,44564,Comedy,3147
21855,Hanamonogatari,"Comedy, Mystery, Supernatural",TV,5.0,8.11,124886,Comedy,3147
29831,Tamayura: Sotsugyou Shashin Part 4 - Ashita,"Comedy, Drama, Slice of Life",Movie,1.0,8.1,3187,Comedy,3147
32093,Tanaka-kun wa Itsumo Kedaruge,"Comedy, School, Slice of Life",TV,12.0,8.1,101335,Comedy,3147
13767,Junjou Romantica OVA,"Comedy, Drama, Romance, Shounen Ai",OVA,2.0,8.09,23192,Comedy,3147
5678,Kobato.,"Comedy, Drama, Fantasy",TV,24.0,8.09,88986,Comedy,3147
6774,Kuuchuu Buranko,"Comedy, Drama, Psychological, Seinen",TV,11.0,8.09,41521,Comedy,3147
122,Full Moon wo Sagashite,"Comedy, Drama, Music, Romance, Shoujo, Supernatural",TV,52.0,8.08,59374,Comedy,3147
16395,SKET Dance OVA,"Comedy, School, Shounen",OVA,1.0,8.08,11342,Comedy,3147
3092,Junjou Romantica,"Comedy, Drama, Romance, Shounen Ai",TV,12.0,8.08,117910,Comedy,3147
10721,Mawaru Penguindrum,"Comedy, Drama, Mystery, Psychological",TV,24.0,8.08,156689,Comedy,3147
16916,Kuroko no Basket: Tip Off,"Comedy, School, Shounen, Sports",Special,1.0,8.07,41760,Comedy,3147
6582,Tentai Senshi Sunred 2nd Season,"Comedy, Parody, Seinen, Super Power",TV,26.0,8.07,4584,Comedy,3147
66,Azumanga Daioh,"Comedy, School, Slice of Life",TV,26.0,8.06,170901,Comedy,3147
849,Suzumiya Haruhi no Yuuutsu,"Comedy, Mystery, Parody, School, Sci-Fi, Slice of Life",TV,14.0,8.06,428569,Comedy,3147
24,School Rumble,"Comedy, Romance, School, Shounen",TV,26.0,8.06,178553,Comedy,3147
15689,Nekomonogatari: Kuro,"Comedy, Romance, Supernatural",TV,4.0,8.06,173264,Comedy,3147
28,Yakitate!! Japan,"Comedy, Shounen",TV,69.0,8.05,50876,Comedy,3147
17549,Non Non Biyori,"Comedy, School, Seinen, Slice of Life",TV,12.0,8.05,133475,Comedy,3147
427,Kaleido Star,"Comedy, Drama, Fantasy, Shoujo",TV,51.0,8.05,42253,Comedy,3147
26123,Seitokai Yakuindomo* OVA,"Comedy, School, Shounen, Slice of Life",OVA,6.0,8.05,26361,Comedy,3147
30279,Yuru Yuri San☆Hai!,"Comedy, School, Shoujo Ai, Slice of Life",TV,12.0,8.04,44335,Comedy,3147
793,xxxHOLiC Movie: Manatsu no Yoru no Yume,"Comedy, Drama, Mystery, Psychological, Supernatural",Movie,1.0,8.04,41547,Comedy,3147
2605,Sayonara Zetsubou Sensei,"Comedy, Parody, School",TV,12.0,8.03,174531,Comedy,3147
3228,Zoku Sayonara Zetsubou Sensei,"Comedy, Parody, School",TV,13.0,8.03,74040,Comedy,3147
4163,Seto no Hanayome OVA,"Comedy, Parody, Romance, School",OVA,2.0,8.03,31973,Comedy,3147
30240,Prison School,"Comedy, Ecchi, Romance, School, Seinen",TV,12.0,8.03,227734,Comedy,3147
15809,Hataraku Maou-sama!,"Comedy, Demons, Fantasy, Romance, Shounen",TV,13.0,8.03,409037,Comedy,3147
9289,Hanasaku Iroha,"Comedy, Drama, Seinen, Slice of Life",TV,26.0,8.03,150393,Comedy,3147
1485,Akachan to Boku,"Comedy, Drama, Shoujo",TV,35.0,8.02,8353,Comedy,3147
114,Sakigake!! Cromartie Koukou,"Comedy, School, Shounen",TV,26.0,8.02,67254,Comedy,3147
10012,Carnival Phantasm,"Comedy, Parody, Supernatural",OVA,12.0,8.01,71976,Comedy,3147
6377,Zan Sayonara Zetsubou Sensei,"Comedy, Parody, School",TV,13.0,8.01,55402,Comedy,3147
7062,Hidamari Sketch x ☆☆☆,"Comedy, School, Slice of Life",TV,12.0,8.01,15748,Comedy,3147
12815,Shirokuma Cafe,"Comedy, Josei, Slice of Life",TV,50.0,8.01,44668,Comedy,3147
11887,Kokoro Connect,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",TV,13.0,8.01,283847,Comedy,3147
29787,Gochuumon wa Usagi Desu ka??,"Comedy, Slice of Life",TV,12.0,8.01,38102,Comedy,3147
27633,Gekkan Shoujo Nozaki-kun Specials,"Comedy, Romance, School",Special,6.0,8.0,52672,Comedy,3147
17273,Hetalia: The Beautiful World Specials,"Comedy, Historical, Parody",Special,4.0,8.0,8644,Comedy,3147
429,Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari,"Comedy, Drama, Shoujo",OVA,1.0,8.0,9268,Comedy,3147
18661,Kamisama Hajimemashita OVA,"Comedy, Demons, Fantasy, Shoujo, Supernatural",OVA,2.0,8.0,38678,Comedy,3147
32275,Nar Doma Special,Comedy,Special,1.0,8.0,71,Comedy,3147
28021,Ishii Hisaichi no Nanda Kanda Gekijou,"Comedy, Martial Arts, Sci-Fi, Space",OVA,2.0,8.0,62,Comedy,3147
14175,Hanasaku Iroha: Home Sweet Home,"Comedy, Drama, Slice of Life",Movie,1.0,7.99,34630,Comedy,3147
11239,Hidamari Sketch x Honeycomb,"Comedy, School, Slice of Life",TV,12.0,7.99,12590,Comedy,3147
8516,Baka to Test to Shoukanjuu Ni!,"Comedy, Romance, School, Super Power",TV,13.0,7.98,183722,Comedy,3147
15195,Hetalia: The Beautiful World,"Comedy, Historical, Parody",ONA,20.0,7.98,34960,Comedy,3147
30311,Kuroko no Basket 3rd Season NG-shuu,"Comedy, Sports",Special,9.0,7.98,10778,Comedy,3147
10521,Working!!,"Comedy, Slice of Life",TV,13.0,7.98,117328,Comedy,3147
569,Musekinin Kanchou Tylor,"Comedy, Military, Parody, Sci-Fi, Space",TV,26.0,7.97,19841,Comedy,3147
15771,Saint☆Oniisan (Movie),"Comedy, Seinen, Slice of Life",Movie,1.0,7.97,30814,Comedy,3147
22673,Kuroko no Basket 2nd Season NG-shuu,"Comedy, Sports",Special,9.0,7.97,20477,Comedy,3147
1571,Ghost Hunt,"Comedy, Horror, Mystery, Shoujo, Supernatural",TV,25.0,7.97,126426,Comedy,3147
253,Jungle wa Itsumo Hare nochi Guu,"Comedy, School, Slice of Life",TV,26.0,7.97,22214,Comedy,3147
5005,Tentai Senshi Sunred,"Comedy, Parody, Seinen, Super Power",TV,26.0,7.96,12236,Comedy,3147
4872,Goku Sayonara Zetsubou Sensei,"Comedy, Parody, School",OVA,3.0,7.96,40358,Comedy,3147
17909,Uchouten Kazoku,"Comedy, Drama, Fantasy, Slice of Life",TV,13.0,7.96,64897,Comedy,3147
14741,Chuunibyou demo Koi ga Shitai!,"Comedy, Drama, Romance, School, Slice of Life",TV,12.0,7.95,394399,Comedy,3147
23225,Yuru Yuri Nachuyachumi!,"Comedy, Shoujo Ai, Slice of Life",OVA,1.0,7.95,28339,Comedy,3147
2104,Seto no Hanayome,"Comedy, Parody, Romance, School",TV,26.0,7.95,165008,Comedy,3147
8525,Kami nomi zo Shiru Sekai,"Comedy, Harem, Romance, Shounen, Supernatural",TV,12.0,7.95,284846,Comedy,3147
254,Jungle wa Itsumo Hare nochi Guu Deluxe,"Comedy, Slice of Life",OVA,6.0,7.95,8847,Comedy,3147
8479,Hetalia World Series,"Comedy, Historical, Parody",ONA,48.0,7.95,64416,Comedy,3147
9563,Hidamari Sketch x ☆☆☆ Specials,"Comedy, School, Slice of Life",Special,2.0,7.94,8734,Comedy,3147
12403,Yuru Yuri♪♪,"Comedy, School, Shoujo Ai, Slice of Life",TV,12.0,7.94,83097,Comedy,3147
20517,Little Busters!: EX,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",Special,8.0,7.94,26709,Comedy,3147
7044,Zan Sayonara Zetsubou Sensei Bangaichi,"Comedy, Parody, School",OVA,2.0,7.94,22704,Comedy,3147
22265,Free!: Eternal Summer,"Comedy, School, Slice of Life, Sports",TV,13.0,7.94,150596,Comedy,3147
12893,Danshi Koukousei no Nichijou Specials,"Comedy, School, Shounen, Slice of Life",Special,6.0,7.94,49891,Comedy,3147
29755,Haikyuu!! Movie 1: Owari to Hajimari,"Comedy, Drama, School, Shounen, Sports",Movie,1.0,7.94,13094,Comedy,3147
31711,To LOVE-Ru Darkness 2nd Specials,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen",Special,2.0,7.93,22487,Comedy,3147
322,Paradise Kiss,"Comedy, Drama, Josei, Romance, Slice of Life",TV,12.0,7.93,86380,Comedy,3147
8038,Nodame Cantabile Finale Special,"Comedy, Josei, Music, Romance",Special,1.0,7.93,23388,Comedy,3147
516,Keroro Gunsou,"Comedy, Sci-Fi, Shounen",TV,358.0,7.93,31632,Comedy,3147
24471,Hoozuki no Reitetsu OVA,"Comedy, Fantasy, Supernatural",OVA,3.0,7.93,6073,Comedy,3147
10357,Jinrui wa Suitai Shimashita,"Comedy, Fantasy, Seinen",TV,12.0,7.92,89373,Comedy,3147
17895,Golden Time,"Comedy, Romance, Seinen",TV,24.0,7.92,273191,Comedy,3147
4472,Lucky☆Star: Original na Visual to Animation,"Comedy, Parody, School, Slice of Life",OVA,1.0,7.92,84833,Comedy,3147
28677,Yamada-kun to 7-nin no Majo (TV),"Comedy, Harem, Mystery, Romance, School, Shounen, Supernatural",TV,12.0,7.91,193566,Comedy,3147
31380,To LOVE-Ru Darkness 2nd OVA,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen",OVA,3.0,7.91,18575,Comedy,3147
18897,Nisekoi,"Comedy, Harem, Romance, School, Shounen",TV,20.0,7.91,347599,Comedy,3147
582,Sexy Commando Gaiden: Sugoiyo!! Masaru-san,"Comedy, Martial Arts, School, Shounen",TV,48.0,7.9,6473,Comedy,3147
11237,Hidamari Sketch x SP,"Comedy, School, Slice of Life",Special,2.0,7.9,7999,Comedy,3147
3604,Hidamari Sketch x 365,"Comedy, School, Slice of Life",TV,13.0,7.9,19180,Comedy,3147
6024,Chis Sweet Home: Atarashii Ouchi,"Comedy, Kids, Slice of Life",TV,104.0,7.9,16670,Comedy,3147
21405,Bokura wa Minna Kawaisou,"Comedy, Romance, School, Slice of Life",TV,12.0,7.9,159793,Comedy,3147
1562,Yamato Nadeshiko Shichihenge♥,"Comedy, Shoujo",TV,25.0,7.89,92088,Comedy,3147
10119,Seitokai Yakuindomo OVA,"Comedy, School, Shounen, Slice of Life",OVA,8.0,7.89,63265,Comedy,3147
9734,K-On!!: Keikaku!,"Comedy, Music, School, Slice of Life",Special,1.0,7.89,50496,Comedy,3147
21995,Ao Haru Ride,"Comedy, Drama, Romance, School, Shoujo, Slice of Life",TV,12.0,7.89,227417,Comedy,3147
13535,Binbougami ga!,"Comedy, Parody, Shounen, Supernatural",TV,13.0,7.88,117091,Comedy,3147
6862,K-On!: Live House!,"Comedy, Music, School, Slice of Life",Special,1.0,7.88,70787,Comedy,3147
10497,Hetalia World Series Specials,"Comedy, Historical, Parody",Special,4.0,7.88,14348,Comedy,3147
33994,Servamp Specials,Comedy,Special,3.0,7.88,5973,Comedy,3147
29830,Tamayura: Sotsugyou Shashin Part 3 - Akogare,"Comedy, Drama, Slice of Life",Movie,1.0,7.88,3089,Comedy,3147
1007,Ranma ½ OVA,"Comedy, Martial Arts, Romance, Shounen",OVA,6.0,7.87,16804,Comedy,3147
407,Tantei Gakuen Q,"Comedy, Drama, Mystery, Police, Shounen",TV,45.0,7.87,16591,Comedy,3147
9790,Sora no Otoshimono: Tokeijikake no Angeloid,"Comedy, Drama, Ecchi, Harem, Romance, Sci-Fi, Shounen, Supernatural",Movie,1.0,7.87,70391,Comedy,3147
33446,Huyao Xiao Hongniang: Yue Hong,"Comedy, Romance",ONA,13.0,7.87,1043,Comedy,3147
5680,K-On!,"Comedy, Music, School, Slice of Life",TV,13.0,7.87,386048,Comedy,3147
1887,Lucky☆Star,"Comedy, Parody, School, Slice of Life",TV,24.0,7.87,305837,Comedy,3147
1375,Watashi no Ashinaga Ojisan,"Comedy, Historical, Romance, School, Shoujo, Slice of Life",TV,40.0,7.87,5600,Comedy,3147
210,Ranma ½,"Comedy, Fantasy, Martial Arts, Slice of Life",TV,161.0,7.87,105212,Comedy,3147
22125,Kuroko no Basket: Mou Ikkai Yarimasen ka,"Comedy, School, Shounen, Sports",Special,1.0,7.86,20397,Comedy,3147
20057,Space☆Dandy,"Comedy, Sci-Fi, Space",TV,13.0,7.86,123529,Comedy,3147
8407,Sora no Otoshimono: Forte,"Comedy, Ecchi, Harem, Romance, Sci-Fi, Shounen, Supernatural",TV,12.0,7.86,146697,Comedy,3147
32547,Non Non Biyori Repeat OVA,"Comedy, School, Seinen, Slice of Life",OVA,1.0,7.86,9729,Comedy,3147
2508,Genshiken 2,"Comedy, Parody, Slice of Life",TV,12.0,7.86,55825,Comedy,3147
951,Chibi Maruko-chan,"Comedy, Shoujo, Slice of Life",TV,142.0,7.86,4739,Comedy,3147
644,Hachimitsu to Clover Specials,"Comedy, Drama, Josei, Romance, Slice of Life",Special,2.0,7.85,21164,Comedy,3147
9074,Arakawa Under the Bridge x Bridge,"Comedy, Romance, Seinen",TV,13.0,7.85,80394,Comedy,3147
15117,Kami nomi zo Shiru Sekai: Tenri-hen,"Comedy, Harem, Romance, Shounen, Supernatural",OVA,2.0,7.85,68623,Comedy,3147
15315,Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,"Comedy, Fantasy, Supernatural",TV,10.0,7.85,218231,Comedy,3147
29829,Tamayura: Sotsugyou Shashin Part 2 - Hibiki,"Comedy, Drama, Slice of Life",Movie,1.0,7.85,3304,Comedy,3147
517,School Rumble Ichi Gakki Hoshuu,"Comedy, Romance, School, Shounen",OVA,2.0,7.85,40868,Comedy,3147
10460,Kimi to Boku.,"Comedy, Drama, Romance, School, Shounen, Slice of Life",TV,13.0,7.85,86196,Comedy,3147
30902,Yuru Yuri Nachuyachumi!+,"Comedy, Shoujo Ai, Slice of Life",Special,2.0,7.84,19586,Comedy,3147
30413,Yowamushi Pedal Movie,"Comedy, Drama, Shounen, Sports",Movie,1.0,7.84,8838,Comedy,3147
12883,Tsuritama,"Comedy, Sci-Fi, Slice of Life, Sports",TV,12.0,7.84,90625,Comedy,3147
20847,Seitokai Yakuindomo*,"Comedy, School, Shounen, Slice of Life",TV,13.0,7.84,98544,Comedy,3147
